01/01/2000,78 ,88,74,Central,roadside,22.2819,114.1580
02/01/2000,100 ,107,88,Central,roadside,22.2819,114.1580
03/01/2000,94 ,103,90,Central,roadside,22.2819,114.1580
04/01/2000,87 ,91,84,Central,roadside,22.2819,114.1580
05/01/2000,89 ,92,85,Central,roadside,22.2819,114.1580
06/01/2000,101 ,109,88,Central,roadside,22.2819,114.1580
07/01/2000,83 ,102,63,Central,roadside,22.2819,114.1580
08/01/2000,63 ,70,60,Central,roadside,22.2819,114.1580
09/01/2000,77 ,83,72,Central,roadside,22.2819,114.1580
10/01/2000,90 ,94,84,Central,roadside,22.2819,114.1580
11/01/2000,64 ,82,57,Central,roadside,22.2819,114.1580
12/01/2000,69 ,79,59,Central,roadside,22.2819,114.1580
13/01/2000,84 ,87,78,Central,roadside,22.2819,114.1580
14/01/2000,63 ,77,58,Central,roadside,22.2819,114.1580
15/01/2000,60 ,63,58,Central,roadside,22.2819,114.1580
16/01/2000,68 ,72,65,Central,roadside,22.2819,114.1580
17/01/2000,72 ,74,66,Central,roadside,22.2819,114.1580
18/01/2000,66 ,68,62,Central,roadside,22.2819,114.1580
19/01/2000,66 ,77,59,Central,roadside,22.2819,114.1580
20/01/2000,79 ,81,76,Central,roadside,22.2819,114.1580
21/01/2000,72 ,78,69,Central,roadside,22.2819,114.1580
22/01/2000,72 ,74,69,Central,roadside,22.2819,114.1580
23/01/2000,72 ,77,60,Central,roadside,22.2819,114.1580
24/01/2000,63 ,72,57,Central,roadside,22.2819,114.1580
25/01/2000,69 ,72,65,Central,roadside,22.2819,114.1580
26/01/2000,66 ,67,64,Central,roadside,22.2819,114.1580
27/01/2000,71 ,79,66,Central,roadside,22.2819,114.1580
28/01/2000,89 ,95,81,Central,roadside,22.2819,114.1580
29/01/2000,98 ,111,93,Central,roadside,22.2819,114.1580
30/01/2000,97 ,110,72,Central,roadside,22.2819,114.1580
31/01/2000,82 ,97,71,Central,roadside,22.2819,114.1580
01/02/2000,93 ,98,85,Central,roadside,22.2819,114.1580
02/02/2000,89 ,95,84,Central,roadside,22.2819,114.1580
03/02/2000,92 ,96,89,Central,roadside,22.2819,114.1580
04/02/2000,74 ,90,55,Central,roadside,22.2819,114.1580
05/02/2000,61 ,75,52,Central,roadside,22.2819,114.1580
06/02/2000,72 ,77,65,Central,roadside,22.2819,114.1580
07/02/2000,72 ,77,67,Central,roadside,22.2819,114.1580
08/02/2000,75 ,81,70,Central,roadside,22.2819,114.1580
09/02/2000,85 ,88,82,Central,roadside,22.2819,114.1580
10/02/2000,81 ,87,72,Central,roadside,22.2819,114.1580
11/02/2000,79 ,84,72,Central,roadside,22.2819,114.1580
12/02/2000,79 ,84,73,Central,roadside,22.2819,114.1580
13/02/2000,66 ,73,60,Central,roadside,22.2819,114.1580
14/02/2000,75 ,97,60,Central,roadside,22.2819,114.1580
15/02/2000,83 ,97,66,Central,roadside,22.2819,114.1580
16/02/2000,67 ,70,65,Central,roadside,22.2819,114.1580
17/02/2000,72 ,73,70,Central,roadside,22.2819,114.1580
18/02/2000,67 ,71,60,Central,roadside,22.2819,114.1580
19/02/2000,66 ,76,58,Central,roadside,22.2819,114.1580
20/02/2000,64 ,77,43,Central,roadside,22.2819,114.1580
21/02/2000,36 ,40,34,Central,roadside,22.2819,114.1580
22/02/2000,44 ,51,37,Central,roadside,22.2819,114.1580
23/02/2000,57 ,67,53,Central,roadside,22.2819,114.1580
24/02/2000,51 ,56,47,Central,roadside,22.2819,114.1580
25/02/2000,46 ,47,45,Central,roadside,22.2819,114.1580
26/02/2000,56 ,68,48,Central,roadside,22.2819,114.1580
27/02/2000,67 ,72,63,Central,roadside,22.2819,114.1580
28/02/2000,62 ,69,55,Central,roadside,22.2819,114.1580
29/02/2000,63 ,69,56,Central,roadside,22.2819,114.1580
01/03/2000,55 ,58,53,Central,roadside,22.2819,114.1580
02/03/2000,61 ,65,58,Central,roadside,22.2819,114.1580
03/03/2000,65 ,67,63,Central,roadside,22.2819,114.1580
04/03/2000,74 ,82,66,Central,roadside,22.2819,114.1580
05/03/2000,81 ,84,74,Central,roadside,22.2819,114.1580
06/03/2000,65 ,72,62,Central,roadside,22.2819,114.1580
07/03/2000,64 ,67,63,Central,roadside,22.2819,114.1580
08/03/2000,72 ,75,68,Central,roadside,22.2819,114.1580
09/03/2000,60 ,68,56,Central,roadside,22.2819,114.1580
10/03/2000,58 ,62,56,Central,roadside,22.2819,114.1580
11/03/2000,72 ,84,63,Central,roadside,22.2819,114.1580
12/03/2000,80 ,91,58,Central,roadside,22.2819,114.1580
13/03/2000,49 ,56,44,Central,roadside,22.2819,114.1580
14/03/2000,63 ,69,57,Central,roadside,22.2819,114.1580
15/03/2000,73 ,81,69,Central,roadside,22.2819,114.1580
16/03/2000,93 ,102,82,Central,roadside,22.2819,114.1580
17/03/2000,65 ,84,58,Central,roadside,22.2819,114.1580
18/03/2000,60 ,62,59,Central,roadside,22.2819,114.1580
19/03/2000,71 ,79,63,Central,roadside,22.2819,114.1580
20/03/2000,67 ,75,60,Central,roadside,22.2819,114.1580
21/03/2000,74 ,80,63,Central,roadside,22.2819,114.1580
22/03/2000,85 ,91,80,Central,roadside,22.2819,114.1580
23/03/2000,84 ,90,79,Central,roadside,22.2819,114.1580
24/03/2000,76 ,84,58,Central,roadside,22.2819,114.1580
25/03/2000,71 ,80,60,Central,roadside,22.2819,114.1580
26/03/2000,87 ,96,81,Central,roadside,22.2819,114.1580
27/03/2000,101 ,117,95,Central,roadside,22.2819,114.1580
28/03/2000,139 ,166,118,Central,roadside,22.2819,114.1580
29/03/2000,156 ,174,114,Central,roadside,22.2819,114.1580
30/03/2000,100 ,109,92,Central,roadside,22.2819,114.1580
31/03/2000,86 ,91,84,Central,roadside,22.2819,114.1580
01/04/2000,71 ,85,58,Central,roadside,22.2819,114.1580
02/04/2000,57 ,64,52,Central,roadside,22.2819,114.1580
03/04/2000,50 ,61,45,Central,roadside,22.2819,114.1580
04/04/2000,60 ,68,52,Central,roadside,22.2819,114.1580
05/04/2000,64 ,66,62,Central,roadside,22.2819,114.1580
06/04/2000,56 ,65,49,Central,roadside,22.2819,114.1580
07/04/2000,66 ,68,59,Central,roadside,22.2819,114.1580
08/04/2000,66 ,68,64,Central,roadside,22.2819,114.1580
09/04/2000,61 ,65,57,Central,roadside,22.2819,114.1580
10/04/2000,65 ,71,57,Central,roadside,22.2819,114.1580
11/04/2000,67 ,71,63,Central,roadside,22.2819,114.1580
12/04/2000,74 ,80,71,Central,roadside,22.2819,114.1580
13/04/2000,84 ,88,74,Central,roadside,22.2819,114.1580
14/04/2000,59 ,72,54,Central,roadside,22.2819,114.1580
15/04/2000,66 ,74,57,Central,roadside,22.2819,114.1580
16/04/2000,70 ,75,64,Central,roadside,22.2819,114.1580
17/04/2000,66 ,72,61,Central,roadside,22.2819,114.1580
18/04/2000,77 ,78,74,Central,roadside,22.2819,114.1580
19/04/2000,74 ,77,69,Central,roadside,22.2819,114.1580
20/04/2000,60 ,68,55,Central,roadside,22.2819,114.1580
21/04/2000,57 ,60,55,Central,roadside,22.2819,114.1580
22/04/2000,59 ,62,52,Central,roadside,22.2819,114.1580
23/04/2000,41 ,48,32,Central,roadside,22.2819,114.1580
24/04/2000,48 ,48,47,Central,roadside,22.2819,114.1580
25/04/2000,56 ,61,49,Central,roadside,22.2819,114.1580
26/04/2000,54 ,59,50,Central,roadside,22.2819,114.1580
27/04/2000,58 ,61,52,Central,roadside,22.2819,114.1580
28/04/2000,68 ,76,55,Central,roadside,22.2819,114.1580
